tweet_id,cleaned_text,sentiment_score,feature_1,feature_2,feature_3,feature_4,feature_5
33,The artist codes the moon.,-0.30016663865951254,0.11912481395813013,0.031503599799641235,0.2554131628408931,0.19238725649294264,0.6864701410820365
34,An astronaut explores a new app.,-0.2895918387955003,0.37983283040062665,0.87374057867236,0.7815196742381942,0.967946231066029,0.20280465956025517
35,The artist codes the moon.,-0.4131043377428123,0.46663152282819276,0.8066026415198,0.9453613295176451,0.6964594333199922,0.565783226316635
36,The artist codes the moon.,0.20847379051632497,0.2519542306208683,0.35493040953766664,0.116749118209026,0.5747964591312371,0.8572141939714529
37,The cat teaches the moon.,-0.7166633388571151,0.10535689959893935,0.7310324703134331,0.1165839401894958,0.43536997094389485,0.4092734297149453
38,The cat teaches over the fence.,0.8319765452236563,0.5870374541034123,0.5957296836120969,0.42842220769352113,0.32082417482522063,0.9320226157073739
39,A developer paints students.,0.28654946202974574,0.20707544440409997,0.33076540764583406,0.1512889997505562,0.9913589629436624,0.5368964090148396
40,The engineer paints the moon.,0.1128733676919138,0.5949930086192947,0.3531952618791171,0.3997498859082812,0.7122953837796335,0.528387551741913
41,A developer codes students.,0.3526450222330879,0.6706120005613615,0.08530666206858406,0.5646450673988272,0.22213969720639914,0.06141010076844289
42,The engineer teaches a masterpiece.,0.7118098695541855,0.943098972294984,0.5258085862315068,0.2776235185379664,0.6562675279589558,0.24466245847575363
43,The artist teaches a bridge.,0.7294106253272759,0.5374987054483322,0.7509384555401842,0.5441615068605764,0.12093203288548038,0.3781508311502719
44,The engineer paints a masterpiece.,-0.34704254731058315,0.5563832663114024,0.9512704337509112,0.7349943059133567,0.837218075990785,0.6460837983008593
45,The artist builds a masterpiece.,0.8032816059462531,0.57624391825275,0.35547443073470053,0.865323157429461,0.9863983856559898,0.9256157776682337
46,An astronaut explores over the fence.,-0.9144216983539908,0.5636342677642466,0.20549224191055593,0.8449291229303523,0.15318151829139903,0.9303671044897285
47,The engineer explores a bridge.,0.7699586987751279,0.3103551476540253,0.19740066982402626,0.8527360053493406,0.19444691525837587,0.8515269674927247
48,A developer paints a masterpiece.,-0.3312469736372776,0.8845443543516515,0.18736133482310358,0.1908235971956046,0.8745782338709472,0.42324682324264706
49,The artist paints a bridge.,-0.6526482912170233,0.5950606929989681,0.8209235419951423,0.18221433002299636,0.19959577956849206,0.6817593469623066
50,An astronaut paints a new app.,0.6752700938766432,0.6978318094967052,0.41435019340789647,0.3801107037880702,0.1733685267470395,0.005007990094778925
51,The engineer teaches a new app.,-0.7448772063993139,0.09175532112957285,0.9015859145207322,0.8736838646811227,0.43580352857623406,0.6676127507857487
52,A developer codes a masterpiece.,-0.7583001283175923,0.09056960352802279,0.007569149211822501,0.07015285491545109,0.8346815722148769,0.4330660168829552
53,A developer jumps a masterpiece.,0.09285837061417634,0.4444906379515894,0.2127762845071962,0.293024425425752,0.04367937515007969,0.5191293535869163
54,A teacher jumps the moon.,-0.5252909792994824,0.5506990971241436,0.9513784053383456,0.4668530035078362,0.9483088517969505,0.4913332625387825
55,The artist builds a masterpiece.,0.5485043485961161,0.910231386785748,0.181804206941086,0.09087304463811918,0.3251314039848482,0.6884617212388222
56,A teacher codes a bridge.,-0.030093596627450925,0.9662037458478433,0.845323809005674,0.839837485825597,0.4975325832507289,0.0868091287000845
57,A teacher builds a new app.,-0.7061589582860388,0.917316068639886,0.19843051385116028,0.08151225742138946,0.4982016518980691,0.8668072441557526
58,The cat paints over the fence.,0.8904626637098636,0.5662424197861355,0.4034027737729101,0.5604489104363236,0.6367424273560401,0.5898398065634366
59,A developer paints a masterpiece.,0.838107272862799,0.8551699672357291,0.3851224976738903,0.928152747395497,0.8908124259746512,0.7733383377481317
60,The engineer explores a masterpiece.,-0.23395598115401772,0.4383731328081121,0.48791187925073143,0.3634552819536978,0.045937542843526025,0.7000505150144911
61,The cat explores a new app.,0.6718364516074751,0.5933288094848856,0.512229754372035,0.9919762834884227,0.9454715339892569,0.27347729478002314
62,The cat paints the moon.,-0.027201041621333744,0.7446280107286175,0.9631223753531529,0.707016730303249,0.06872464863363026,0.3982402495163546
63,The cat codes over the fence.,0.582553846896712,0.04115236535196043,0.24708517247804873,0.7872407032409666,0.8334465258145715,0.009714291828034627
64,A teacher teaches over the fence.,0.279036312740053,0.3955193479250737,0.8069550477805063,0.03047192103582752,0.6151954130556492,0.5613563326991627
65,A teacher jumps the moon.,-0.2157320561904028,0.8539706280786918,0.4173122601138268,0.5298446221366853,0.056724132298729635,0.345500497917024
66,An astronaut builds a bridge.,-0.5575561467896675,0.04294572766829341,0.6621207135526751,0.648223311362936,0.4122515203095708,0.3444435909756066
67,A teacher paints a bridge.,0.4056604058367863,0.3549328632003874,0.7836503333216852,0.8789580269493096,0.5156513473319361,0.12176382399736585
68,The engineer teaches the moon.,-0.8724212368768844,0.9509264687667209,0.64751998066357,0.8287680218057566,0.3764754405014007,0.5502211376926749
69,A teacher codes a bridge.,0.9365694106923628,0.24317193876438892,0.11582883798246058,0.3857232953355395,0.33297156738932066,0.4432078071015344
70,The engineer builds over the fence.,0.6549931698702391,0.4199172972517503,0.8897286717982325,0.8186921555095983,0.3359551259853777,0.9213430112386092
71,The cat builds students.,0.3666588623360105,0.8550297810915375,0.19702981664682417,0.35994054929264796,0.31078597119430285,0.4821340428874221
72,The artist teaches over the fence.,0.5923590634028404,0.4736900309575439,0.694289974540014,0.43169021622355697,0.3103374562405584,0.5496946697914511
73,A developer teaches the moon.,-0.7911561556808195,0.6285606517966943,0.09995430367386426,0.8242333542982884,0.367686554211644,0.882698343654366
74,An astronaut teaches a masterpiece.,-0.95857299403558,0.4512137554025857,0.5183346037952201,0.6740777156023451,0.8469619424031196,0.44505436062552994
75,The engineer paints the moon.,0.46497559015459644,0.1049053203129664,0.46017500664081923,0.8163202199413354,0.5265121591942172,0.1862254901487408
76,A teacher teaches a bridge.,-0.8934055707470219,0.9082589393673243,0.575705589181699,0.057102871733831106,0.7373913287990449,0.41794798404427336
77,The cat jumps a new app.,0.8565933781051034,0.28341533717566925,0.6134584482350619,0.5096663246080048,0.7163941552561112,0.2256703015013498
78,The cat builds a bridge.,-0.852523225621624,0.6721602798535811,0.39016190290493113,0.9487621097394988,0.5124612846878854,0.9605386950460535
79,The artist explores a new app.,0.4552569277101999,0.652310336419741,0.9904687834634941,0.3445666343815059,0.23647268961284362,0.8275523711895537
80,The cat builds students.,-0.22432607973477836,0.9974700336127897,0.12974270394314058,0.5837277510189797,0.32843022323928317,0.9694173677558146
81,The artist codes over the fence.,-0.6120166791894983,0.39836207780815414,0.7744885475878465,0.4062697294194222,0.564176530495638,0.9583882382120514
82,The cat paints the moon.,0.42970996572412457,0.9921726601065394,0.02816745220010919,0.9429640135992721,0.9510967310954377,0.5393235586387932
83,The artist jumps a masterpiece.,0.9614744807259461,0.7605780603664585,0.8278540135374052,0.6130030994739684,0.9080322479762574,0.3696838380253771
84,The cat paints a masterpiece.,-0.8002666527804967,0.6478614164509835,0.8607381352273376,0.6613938785495751,0.8351373929656718,0.5363577635921564
85,A teacher teaches a bridge.,0.6309927846833894,0.45937692408798425,0.7675659206831892,0.34924973410623517,0.36174148421429864,0.7446352852531869
86,The engineer builds students.,0.8945086895095482,0.5347250933933201,0.37936800173917473,0.6948251408079141,0.7811855974478125,0.9784483179068892
87,The artist codes a bridge.,0.18048466777591687,0.015712820777255,0.6835196321435069,0.5424342861059293,0.22765072763287475,0.2092605691622521
88,The engineer explores a bridge.,-0.33497263706974145,0.35400217859628325,0.2490121245357373,0.5505258942581028,0.5439982488775685,0.03137809745896725
89,The artist builds over the fence.,-0.9366697425720636,0.28125038395731794,0.6971997916851382,0.25398741881092735,0.9006042660253842,0.2927215175915965
90,A teacher teaches a masterpiece.,0.2414661640749094,0.10433833746179944,0.520107513208048,0.27746103309919345,0.05844985272650316,0.7148573523639029
91,The engineer codes a bridge.,-0.42949749426841,0.9987336340380418,0.5277974429396084,0.2840745197601131,0.9688625632827085,0.9134206918410877
92,An astronaut builds a bridge.,-0.3798705473642767,0.3451619944892004,0.48443835891313025,0.8343423117277453,0.6951779961970455,0.9892217133137164
93,The engineer teaches students.,0.8008501811337845,0.7597025449625987,0.16564893721619212,0.7936231416995748,0.8604650235787872,0.19550796766829504
94,An astronaut codes the moon.,0.5510298917538905,0.7714782502847339,0.23785702621779803,0.31831360542094445,0.6047075359013673,0.4236573528030827
95,An astronaut builds over the fence.,-0.0957914154182784,0.6397747852717123,0.6387852526463885,0.04678177380038684,0.8391671822066844,0.5164114845471216
96,The artist explores students.,-0.24921580898462903,0.5323757896270763,0.16732990765865707,0.3461129360287477,0.672564720483041,0.546654145598306
97,A teacher builds students.,0.13390263380913114,0.27320423823987205,0.10314071618940257,0.2764934827996457,0.21846677015370752,0.9365636414694515
98,The cat jumps the moon.,-0.2843190303878036,0.7151340610297011,0.11234573560848948,0.18299006058552114,0.6759261420541867,0.7465826020323452
99,The artist explores over the fence.,-0.7320995650077768,0.8365865991808529,0.030240055312920733,0.9638671177043292,0.37432059965183195,0.3933431970830439
100,An astronaut builds students.,0.6816352865784927,0.3938892971042076,0.605362983435784,0.9307707756587544,0.5887030382495879,0.6930276530706349
101,The cat paints over the fence.,-0.4312473988593315,0.7115949210952964,0.55099741183732,0.8436833951363228,0.8037488939862579,0.44553756101673025
102,The cat codes the moon.,0.0643401536348327,0.5313963210201426,0.5935883480664422,0.3937449039864215,0.5635854013451942,0.2740903701822519
103,The engineer explores over the fence.,0.9202147123977129,0.1541946818904374,0.08916216228154927,0.1766993189246172,0.12276205785750238,0.8927267004948196
104,The engineer teaches a masterpiece.,0.2591835068099,0.14849793736082606,0.8815036836663659,0.6812494298626832,0.6974888619815378,0.4517864688947367
105,The engineer teaches students.,-0.0033215518780018716,0.2273532219888721,0.95511710479578,0.45507552151231756,0.49812803541870865,0.30711233982068153
106,The artist teaches a new app.,-0.8478811463893345,0.7375423719086539,0.10810629719268061,0.5995827096218554,0.8077790416237528,0.09010369778111704
107,The engineer jumps over the fence.,-0.7275946713215957,0.7499057093166517,0.01004318760418732,0.9556805267573566,0.21774536121754928,0.9148984347215667
108,The cat explores a masterpiece.,-0.08988394025975843,0.988327570081664,0.4183577150452362,0.4144907819957512,0.3823507543649247,0.5801653971020053
109,A developer explores a new app.,-0.8208140383785394,0.5915520289410364,0.3809175473963575,0.9608592851304574,0.43525634253739254,0.4931674977578785
110,The cat builds the moon.,-0.22897710412191308,0.08683723250120323,0.04067138875951781,0.9963377114398818,0.15104583750409017,0.815935717010725
111,The artist paints over the fence.,0.1286650398691518,0.6854840890752948,0.38288744868551894,0.4867421188987826,0.6972137255404941,0.5232243684472505
112,A teacher codes a masterpiece.,-0.664178471420501,0.15748289633956558,0.9796292817928954,0.4077130218355718,0.47318242591128934,0.5956535052454243
113,The engineer explores students.,-0.2738773115271411,0.7266117168455342,0.8651507891723719,0.9934309352370876,0.824341797508377,0.057351375645378844
114,An astronaut jumps the moon.,-0.3555322721398071,0.20146706089730992,0.1681928851631762,0.2556812657925097,0.24622158538745575,0.17679762850399494
115,The artist builds the moon.,-0.4377738622413243,0.23095017884242153,0.20528638453214232,0.4857246247428889,0.36565763576284893,0.7514525094815317
116,An astronaut explores students.,0.5653902566364748,0.40437723129983216,0.2001244391273227,0.3872285175134984,0.0951383331738328,0.7347779391003472
117,A teacher jumps a bridge.,0.41777236846239707,0.8379589958471148,0.409227386678082,0.7331923873993327,0.42163172252997483,0.6392924604248504
118,An astronaut builds a bridge.,0.6509279588361925,0.7974568799593895,0.42375581125811,0.13479177863126024,0.92303566266813,0.3456195251654989
119,The engineer jumps a bridge.,-0.7348070250745653,0.7768077303315617,0.92021692933928,0.8122751069948649,0.9853968727155472,0.12964595905089438
120,A teacher codes students.,-0.8001211561331154,0.08485043471598008,0.8264191208258513,0.508632864715938,0.686854074122996,0.865641767746476
121,The cat teaches over the fence.,0.42293176308230174,0.20025865711011515,0.2826624576985308,0.4432661353751317,0.4541089638783964,0.5553075844930144
122,The cat teaches a bridge.,0.5186208306091535,0.8968086010070501,0.2466963031572288,0.7182741798663901,0.581022652500084,0.5525967704925158
123,A developer jumps the moon.,0.9008454857849846,0.9730024922807792,0.46247372753991467,0.867075437019626,0.6868575679499512,0.5071537621934762
124,The cat jumps a masterpiece.,-0.4371506559679439,0.9489126448827516,0.7727137006899503,0.021857386207669305,0.7550085843099369,0.06740875640152
125,The artist paints students.,-0.15120509363548829,0.9482555024464129,0.33320114914873455,0.8620815672432162,0.3441446823759622,0.9848585988534683
126,The artist codes over the fence.,-0.400261917367599,0.6418078355114558,0.8502583621598931,0.12380852986134261,0.6169869962124026,0.39249489473484567
127,A teacher builds the moon.,-0.7644592061916751,0.7939023871242112,0.34121066029811564,0.6518120443673395,0.239095337422654,0.3854057184844454
128,An astronaut jumps the moon.,-0.397053579547896,0.9408531089886478,0.7741821441464445,0.6192427443303665,0.5901895687586313,0.3891639633198173
129,The engineer codes students.,-0.610402617887932,0.4357200059246559,0.9266081443660148,0.1172842962623073,0.5486384922368109,0.47230347506250614
130,An astronaut teaches a bridge.,0.2687247606635623,0.5392415827698998,0.9221752667254703,0.17719326274869707,0.28747555567202676,0.6990653784337748
131,An astronaut codes a masterpiece.,0.618770254968529,0.7647361032591385,0.1154112519507533,0.4345381776234223,0.996480696694374,0.5123670885878386
132,The cat explores over the fence.,0.5302258889876297,0.1970726143078949,0.12885988922406233,0.3414219262519985,0.5740048799455224,0.29355842530918463
133,A developer paints a masterpiece.,-0.721671796408361,0.5092623182956935,0.9991701252162335,0.0650745883833157,0.06655516730750455,0.7649355347095841
134,A teacher paints the moon.,0.7787699465770783,0.43019314149263954,0.3404151847878508,0.2122677796447784,0.17945559014183055,0.8463543290600196
135,The cat explores a masterpiece.,-0.381003182782371,0.8262988756648126,0.5625619636469249,0.8034487786768523,0.7677043279237419,0.7553976314024244
136,The cat explores a bridge.,0.9001996919535211,0.7959156478566657,0.36192624163924525,0.342558481210688,0.862773904654875,0.6623292120802677
137,The artist codes a bridge.,-0.9529738840226827,0.3966018284285203,0.8672429102514057,0.08465552247129604,0.2133872550531849,0.9264160774860286
138,A developer paints a bridge.,-0.7764078331178996,0.07473277265280642,0.014421836752543049,0.9595186877073896,0.41665456258754974,0.2756350591359793
139,The artist teaches students.,0.3394178466874165,0.3018733822138948,0.8900588444932865,0.03419498025772438,0.2146034400607505,0.418491286669471
140,An astronaut codes a new app.,-0.4921761306381971,0.005869201419959613,0.7211908490724767,0.6811623520640753,0.15548927998433437,0.3201698109669291
141,A teacher teaches students.,0.2050511822131511,0.7173354593692998,0.36346974992609793,0.726171700279564,0.7041037978504702,0.9621480115787887
142,An astronaut codes a bridge.,0.23366893558257917,0.1819249034733511,0.15367416483012197,0.2984970400008581,0.20408206001775397,0.9500059992729535
143,A teacher jumps over the fence.,0.1360517358959139,0.9977705200427989,0.6749206414438553,0.8113422186528753,0.18689526837006343,0.14551065042913025
144,The cat teaches a masterpiece.,-0.6532514896618158,0.6695079966785255,0.8462166434237505,0.849418164413839,0.8563638885077685,0.8972529817844798
145,The cat explores over the fence.,-0.2639308260793092,0.7372023897473152,0.20434842429482525,0.4110117765766036,0.24625710646619503,0.6795442708985354
146,An astronaut builds a new app.,-0.4494744038199714,0.08146378006391486,0.15307753419771386,0.8412260969272993,0.7633700034375698,0.7154376495966672
147,The engineer codes a new app.,-0.19273752475628703,0.8402199240805944,0.29243266085106123,0.2665056400540622,0.26599908436755315,0.1660894623896314
148,The artist paints students.,-0.5715855841439015,0.3522803866831056,0.41873205906583666,0.6501260347945422,0.46270546357310904,0.5101295239628586
149,The engineer teaches over the fence.,0.44552269770327646,0.2709184078642495,0.37123084322101263,0.11443436342012392,0.13543363503051964,0.4129476064604669
150,The cat explores a bridge.,-0.8998355018490527,0.795937983961394,0.8339449596771923,0.9599216965623527,0.971208363624475,0.7602537349418288
151,The engineer builds a masterpiece.,-0.9094383443313452,0.6434068707443412,0.7127643563163266,0.4229953957653383,0.4410863470280253,0.05350229029940379
152,The artist explores the moon.,-0.08098027290161092,0.4003609311014634,0.6918298827874361,0.3585660969162182,0.9941712758554965,0.5353072165847115
153,An astronaut teaches a masterpiece.,0.04962252869743988,0.023839975887750997,0.7937704169626224,0.0840530314118817,0.6380798195317695,0.1610139306275793
154,The cat jumps the moon.,-0.9757687703900335,0.7637481587627994,0.687939840023672,0.38535822078174486,0.0748555651553039,0.3771294034604361
155,The artist teaches a masterpiece.,-0.13535213804094903,0.406514357430662,0.41019533789070406,0.10283145002044825,0.48036297344229273,0.08344402238955617
156,The artist teaches a masterpiece.,0.16908612853047655,0.6757951453191985,0.7638598829788938,0.9581845819866457,0.7125670830083775,0.8723190035424409
157,A developer codes students.,-0.9307845875741281,0.06576628898125192,0.6865657313246404,0.6510779895222026,0.5649922919894855,0.3217332225211499
158,The cat builds a bridge.,0.4709004624481541,0.5538277322678878,0.706500785682008,0.11636015193068172,0.09285263226498319,0.18033281948687152
159,A developer jumps a bridge.,-0.3339085512913842,0.6302963319863106,0.046582837593219795,0.7892654543979256,0.37356211273869777,0.7294179809839912
160,An astronaut explores a new app.,-0.40238893374426676,0.30820354273884587,0.3071835679286533,0.16039383389933337,0.1731604256969662,0.26173477250013366
161,The cat codes over the fence.,0.13975673166358082,0.40055425316040993,0.45855201543042223,0.3678138402498353,0.4876047428103433,0.4175965234686202
162,The artist jumps the moon.,0.008082826133911869,0.14020469087615683,0.9915783175272925,0.07389414038491748,0.706489661854091,0.08342447605146996
163,A teacher jumps over the fence.,-0.34284337741881465,0.15931634394550076,0.5877450352415164,0.6602162765723824,0.8262018686154443,0.7409737503233816
164,The cat codes a masterpiece.,-0.2701666730400467,0.6026188241826533,0.27635478695435023,0.4688751427298654,0.9477124785234721,0.6357335915990043
165,The engineer builds over the fence.,-0.126797337278455,0.07968126765025718,0.5252804262954006,0.3905159771475778,0.7296824870279053,0.09669115769724435
166,The artist paints over the fence.,-0.6915792041366742,0.019409278113371342,0.8559914257568481,0.9950919027792491,0.6076022242295294,0.8585576789955222
167,A developer codes students.,0.20128062202148156,0.98249538129514,0.20076028069450114,0.4488694956984862,0.9645200239750173,0.9144239720783934
168,A developer builds a masterpiece.,0.8425307692665946,0.9760425199582212,0.3307703647922057,0.7675177027859937,0.6736270885930459,0.5684637838486136
169,The artist paints students.,0.9425337819865869,0.5786805228900908,0.6690289939773063,0.871540013078656,0.11925110118600135,0.38444674543910373
170,A teacher builds a masterpiece.,0.08452081249731846,0.03232140577397724,0.9174466639204277,0.4277672126660611,0.284245114156235,0.8999196462766587
171,The engineer paints a new app.,-0.27475349736679977,0.47584827364080906,0.3528050382364094,0.19117870875080867,0.4764188309771862,0.796653713785002
172,A teacher codes a masterpiece.,0.4327389821759515,0.6859459758264509,0.4573287449964921,0.3712448643151306,0.12066660945089869,0.4796694839261565
173,The engineer codes the moon.,-0.8907101022723047,0.4622901080447511,0.1332127384232068,0.9929038951306527,0.2103422335679529,0.1007666891841914
174,The cat jumps a new app.,0.6697755656829212,0.7804361701943536,0.13217022425376201,0.6800766264768547,0.4374491852107417,0.8036843354141899
175,A teacher jumps the moon.,0.6030044162563952,0.30809956415777207,0.7643272121498872,0.3202120781731762,0.5629964330171269,0.6631950297942296
176,A developer jumps a new app.,0.40647648788764346,0.7832705192586048,0.3670746850369584,0.7014954000147533,0.6455376082453962,0.2776278637639392
177,A teacher jumps the moon.,-0.6256395893895526,0.6373937458444213,0.9269731303726855,0.6173149306360959,0.39736276658136327,0.793991974626591
178,The artist teaches a bridge.,-0.20334569639590683,0.16963224959607603,0.7211221832617556,0.636835009147269,0.8220631442561999,0.4302484164316054
179,An astronaut builds the moon.,0.8156944110961826,0.5153067082023634,0.7553703772640985,0.907762764361751,0.8679368844788216,0.5579298910634446
180,The engineer explores the moon.,0.49238518054688196,0.23545716051517296,0.2312021924038863,0.1946308616129676,0.48138944665401695,0.691350026566088
181,A teacher paints a new app.,0.3659674614653432,0.9371295658495141,0.08540484280267213,0.4070379243637823,0.7160375466844723,0.30897452945381987
182,The engineer codes students.,0.21755843144042353,0.4261010981458945,0.06098401141121035,0.17836626318199544,0.21393127690282832,0.4274768527509928
183,The engineer explores a bridge.,0.11231075078984865,0.3128547746709791,0.48859901210923984,0.7356951776189217,0.9346327464343716,0.8949672479741149
184,The artist jumps a new app.,0.4422999659065654,0.29635572441280267,0.8301651834033601,0.4164593923673692,0.17027788219604167,0.4401667949834127
185,The artist codes students.,0.14685953934416784,0.6475114833201846,0.050729368158413335,0.18412637182791614,0.3744449381014787,0.8708908594308034
186,A teacher builds a new app.,-0.8388163541946296,0.17226715133394865,0.5607334106409033,0.4787190602712843,0.04461326598692972,0.7044363419106398
187,A developer explores a bridge.,0.018092001179858874,0.6554070723726154,0.8744365655741342,0.801573484558255,0.45806187892936934,0.11314737910836958
188,The artist paints students.,-0.883265183823581,0.7824325301508701,0.5596284041415439,0.6305429351436459,0.09743796270096106,0.4035753794012519
189,The artist teaches a masterpiece.,-0.31597731494687986,0.8800562242442549,0.631933971552936,0.7888302980969369,0.0025622666274234263,0.1964378268160718
190,A teacher explores the moon.,-0.4081651090019387,0.45509075519543984,0.9986429793776863,0.42590216676738246,0.5041268038886484,0.4469203868111914
191,A teacher codes a masterpiece.,-0.36885457276534206,0.11897402651867461,0.056334802143690244,0.13716140950959999,0.8708171756675296,0.23990425084498823
192,The engineer explores a new app.,-0.1819884465177135,0.7797949739287979,0.8402079012382313,0.911807965691007,0.7824382006920464,0.6662074397381119
193,A teacher explores the moon.,0.8617136521063811,0.07007660673419835,0.4078502665260112,0.8325275965639156,0.6164113785224468,0.6091446305980309
194,The artist teaches students.,-0.7725501916658948,0.6037728559656648,0.7857188870930003,0.2927921450810692,0.43357011307454263,0.1320631499479159
195,The artist explores a new app.,0.9400984007163538,0.7631525601834372,0.9441857726683203,0.11769063678816027,0.10599936906121643,0.014362664226674537
196,The engineer codes a masterpiece.,0.20008211144734322,0.9012230060004028,0.730827935018912,0.7831425827654878,0.4446287158363704,0.07749277428105628
197,A developer codes the moon.,-0.25563257340454903,0.5244798300290414,0.060205911210113094,0.11329073220695152,0.883267328703621,0.6302944751485688
198,The engineer explores a bridge.,-0.011565722695435321,0.10350100073256219,0.7493189381240815,0.4209018496368979,0.8638224013159834,0.6738466136610181
199,The artist explores a bridge.,0.18430968256214442,0.7197515008822803,0.3708274402113483,0.12302945009772226,0.25343977684036745,0.3976576379361816
200,The artist builds the moon.,0.7673301311453005,0.40337425672423144,0.9810315478472035,0.6114068015507786,0.4843482829441704,0.8032682554678868
201,A developer explores a bridge.,-0.5588578734567722,0.9926010567110221,0.5685991413762802,0.6685211493944339,0.2742221886097046,0.5304058179671253
202,The cat paints a bridge.,0.5851614516698478,0.43352396582319186,0.5403138685491053,0.996269502086215,0.1342448758682483,0.8139287678727365
203,The cat paints a bridge.,-0.09867368118551756,0.5708302665414947,0.517388177733564,0.7287290511039634,0.8636726791835994,0.8417919889400258
204,A teacher builds a new app.,-0.27682494723902407,0.5325398559626587,0.7902627166072247,0.16693945981802372,0.35057242447842696,0.5991210570321605
205,An astronaut codes the moon.,0.9973363786420153,0.6837438728080716,0.7956301017288276,0.41174249183426825,0.23993416954113478,0.8799609966681177
